tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031070500,38,less than 70.3473945409429% of other census tracts,29.65260546,70.34739454,medium                                                                          ,26.72247165,more than 83.0845771144279% of other census tracts,83.08457711,16.91542289,83,more than 58.3333333333333% of other census tracts,58.33333333,41.66666667,143
17031070600,67,more than 52.1091811414392% of other census tracts,52.10918114,47.89081886,low                                                                             ,26.12148505,more than 80.2238805970149% of other census tracts,80.2238806,19.7761194,96,more than 66.5422885572139% of other census tracts,66.54228856,33.45771144,89
17031070700,69,more than 54.2183622828784% of other census tracts,54.21836228,45.78163772,medium                                                                          ,15.1974858,less than 78.4825870646766% of other census tracts,21.51741294,78.48258706,89,more than 62.6865671641791% of other census tracts,62.68656716,37.31343284,224
17031071000,32,less than 75.8064516129032% of other census tracts,24.19354839,75.80645161,low                                                                             ,31.18518697,more than 92.910447761194% of other census tracts,92.91044776,7.089552239,52,less than 58.3333333333333% of other census tracts,41.66666667,58.33333333,99
17031071100,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,low                                                                             ,37.05271247,more than 97.8855721393035% of other census tracts,97.88557214,2.114427861,54,less than 56.9651741293532% of other census tracts,43.03482587,56.96517413,47
17031071200,36,less than 72.3325062034739% of other census tracts,27.6674938,72.3325062,low                                                                             ,31.37717202,more than 93.1592039800995% of other census tracts,93.15920398,6.84079602,101,more than 67.6616915422886% of other census tracts,67.66169154,32.33830846,35
17031071300,34,less than 73.9454094292804% of other census tracts,26.05459057,73.94540943,low                                                                             ,36.18889871,more than 97.636815920398% of other census tracts,97.63681592,2.36318408,63,less than 51.3681592039801% of other census tracts,48.6318408,51.3681592,17
17031071400,16,less than 89.9503722084367% of other census tracts,10.04962779,89.95037221,low                                                                             ,29.45568172,more than 90.0497512437811% of other census tracts,90.04975124,9.950248756,30,less than 75.2487562189055% of other census tracts,24.75124378,75.24875622,12
17031071500,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,low                                                                             ,24.71417776,more than 74.1293532338308% of other census tracts,74.12935323,25.87064677,114,more than 72.1393034825871% of other census tracts,72.13930348,27.86069652,45
17031071600,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,lowest                                                                          ,41.87858173,more than 98.6318407960199% of other census tracts,98.6318408,1.368159204,87,more than 61.4427860696517% of other census tracts,61.44278607,38.55721393,7
17031071700,13,less than 92.4317617866005% of other census tracts,7.568238213,92.43176179,low                                                                             ,38.80404048,more than 98.3830845771144% of other census tracts,98.38308458,1.616915423,39,less than 67.6616915422886% of other census tracts,32.33830846,67.66169154,37
17031071800,15,less than 90.6947890818859% of other census tracts,9.305210918,90.69478908,low                                                                             ,35.37232774,more than 97.0149253731343% of other census tracts,97.01492537,2.985074627,79,more than 56.2189054726368% of other census tracts,56.21890547,43.78109453,41
17031080100,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,lowest                                                                          ,28.64046211,more than 89.0547263681592% of other census tracts,89.05472637,10.94527363,22,less than 82.2139303482587% of other census tracts,17.78606965,82.21393035,6
17031080201,15,less than 90.6947890818859% of other census tracts,9.305210918,90.69478908,low                                                                             ,30.40645504,more than 91.6666666666667% of other census tracts,91.66666667,8.333333333,12,less than 91.2935323383085% of other census tracts,8.706467662,91.29353234,11
17031080202,6,less than 97.5186104218362% of other census tracts,2.481389578,97.51861042,low                                                                             ,25.89613863,more than 79.4776119402985% of other census tracts,79.47761194,20.52238806,20,less than 83.955223880597% of other census tracts,16.04477612,83.95522388,63
17031080300,63,less than 50.2481389578164% of other census tracts,49.75186104,50.24813896,low                                                                             ,25.81604714,more than 78.6069651741294% of other census tracts,78.60696517,21.39303483,48,less than 61.318407960199% of other census tracts,38.68159204,61.31840796,94
17031080400,30,less than 77.9156327543424% of other census tracts,22.08436725,77.91563275,high                                                                            ,23.03450737,more than 65.1741293532338% of other census tracts,65.17412935,34.82587065,30,less than 75.2487562189055% of other census tracts,24.75124378,75.24875622,381
17031081000,32,less than 75.8064516129032% of other census tracts,24.19354839,75.80645161,medium                                                                          ,26.69134006,more than 82.5870646766169% of other census tracts,82.58706468,17.41293532,26,less than 78.4825870646766% of other census tracts,21.51741294,78.48258706,174
17031081100,7,less than 97.0223325062035% of other census tracts,2.977667494,97.02233251,medium                                                                          ,18.26595424,less than 61.1940298507463% of other census tracts,38.80597015,61.19402985,19,less than 85.3233830845771% of other census tracts,14.67661692,85.32338308,131
